id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"歴戦の女傭兵ロベルタ",1,"ロベルタ",1,,"ロベルタ"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"歴戦の女傭兵ロベルタ",1,"豪放磊落な女傭兵",2,,"主人公,ピリカ,フィーナ,ロベルタ"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"軽足の傭兵カルロ",2,"カルロ",1,,"カルロ"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"軽足の傭兵カルロ",2,"壊れぬためには",2,"虎の牙傭兵団：カルロが昔所属していた傭兵団","主人公,ピリカ,フィーナ,カルロ"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"みならい戦士エディ",3,"エディ",1,,"エディ"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"みならい戦士エディ",3,"少年よ、戦士に学べ",2,,"主人公,ピリカ,フィーナ,エディ"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"みならい戦士エディ",3,"少年よ、涙を拭え",3,,"主人公,ピリカ,フィーナ,エディ"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"みならい戦士エディ",3,"戦士よ、勝利は今",4,,"主人公,ピリカ,フィーナ,エディ,シルヴァ"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"復讐に燃える戦士グレッグ",4,"グレッグ",1,,"グレッグ"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"復讐に燃える戦士グレッグ",4,"傷だらけの復讐鬼",2,,"主人公,ピリカ,フィーナ,グレッグ,カイン"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"外交委員オットー",5,"オットー",1,,"オットー"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"外交委員オットー",5,"怒らせてはいけない",2,,"主人公,ピリカ,フィーナ,オットー"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"軟派騎士ナックル",6,"ナックル",1,,"ナックル"
14,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"軟派騎士ナックル",6,"黄金は鈍く光る",2,,"主人公,ピリカ,フィーナ,ナックル"
15,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"若き癒し手カトリ",7,"カトリ",1,,"カトリ"
16,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"若き癒し手カトリ",7,"弱虫ヒーラー",2,,"主人公,ピリカ,フィーナ,カトリ"
17,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"賭博師メフラム",8,"メフラム",1,,"メフラム"
18,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"賭博師メフラム",8,"愛はギャンブル",2,,"主人公,ピリカ,フィーナ,メフラム,ジェニファー,レオーネ"
19,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無敵の守銭奴メリッサ",9,"メリッサ",1,,"メリッサ"
20,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無敵の守銭奴メリッサ",9,"無敵の守銭奴",2,,"主人公,ピリカ,フィーナ,メリッサ"
21,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"自称英雄アルベルト",10,"アルベルト",1,,"アルベルト"
22,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"自称英雄アルベルト",10,"小さき英雄",2,,"主人公,ピリカ,フィーナ,アルベルト"
23,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"熱血武器商人ダスティ",11,"剣戟を振るう商人",1,,"主人公,ピリカ,フィーナ,ダスティ"
24,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"慈悲の商人パトリシア",12,"パトリシア",1,,"パトリシア"
25,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"慈悲の商人パトリシア",12,"持たざる者たちへ",2,,"主人公,ピリカ,フィーナ,パトリシア"
26,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"慈悲の商人パトリシア",12,"塵も積もれば",3,,"主人公,ピリカ,フィーナ,パトリシア"
27,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"白の癒し手ラティ",13,"ラティ",1,,"ラティ"
28,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"白の癒し手ラティ",13,"ギルド長の威厳",2,,"主人公,ピリカ,フィーナ,ラティ,シルヴァ"
29,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"早撃ちの狩人ワーグマン",14,"ワーグマン",1,,"ワーグマン"
30,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"早撃ちの狩人ワーグマン",14,"早撃ちの男",2,,"主人公,ピリカ,フィーナ,ワーグマン,カイン,ミシディア,マリナ"
31,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"黒き鋭刃リュビア",15,"リュビア",1,,"リュビア"
32,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"黒き鋭刃リュビア",15,"いつか来る夜明け",2,,"主人公,ピリカ,フィーナ,リュビア"
33,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"百戦の勇士スレイ",16,"スレイ",1,,"スレイ"
34,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"百戦の勇士スレイ",16,"守るべきモノ",2,,"主人公,ピリカ,フィーナ,スレイ"
35,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"お調子者フランツ",17,"フランツ",1,,"フランツ"
36,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"お調子者フランツ",17,"日蝕の男",2,,"主人公,ピリカ,フィーナ,フランツ"
37,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無面の暗殺者フェイスレス",18,"フェイスレス",1,,"フェイスレス"
38,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無面の暗殺者フェイスレス",18,"仮面の道化師",2,,"主人公,ピリカ,フィーナ,フェイスレス"
39,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無面の暗殺者フェイスレス",18,"用心深き狙撃手",3,,"主人公,ピリカ,フィーナ,フェイスレス"
40,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"無面の暗殺者フェイスレス",18,"仮面の下",4,"フェイスレスの素顔差分あり","主人公,ピリカ,フィーナ,フェイスレス"
41,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"王都の勇士キリエ",19,"キリエ",1,,"キリエ"
42,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"王都の勇士キリエ",19,"今日から明日へ",2,,"主人公,ピリカ,フィーナ,キリエ"
43,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"王都の勇士キリエ",19,"血の涙",3,,"主人公,ピリカ,フィーナ,キリエ,カイン,ミシディア"
44,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"魔境の案内人エマ",20,"エマ",1,,"エマ"
45,CHARACTER_QUEST,"１～２部","第１～２部",1,"副都",2,"魔境の案内人エマ",20,"獣となりて",2,,"主人公,ピリカ,フィーナ,エマ"
