id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"森外の理解者サビオ",1,"サビオ",1,,"サビオ"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"森外の理解者サビオ",1,"良心は脆い",2,,"主人公,ピリカ,フィーナ,サビオ"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士ライオ",2,"ライオ",1,,"ライオ"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士ライオ",2,"聖戦、勃発",2,,"主人公,ピリカ,フィーナ,ライオ,ラファーガ"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"樹人ローザ",3,"ローザ",1,,"ローザ"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"樹人ローザ",3,"バラはなぜ咲く",2,,"主人公,ピリカ,フィーナ,ローザ"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士トルナド",4,"黒き森の番人",1,,"主人公,ピリカ,フィーナ,トルナド"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士ジェアダ",5,"ジェアダ",1,,"ジェアダ"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士ジェアダ",5,"特攻娘",2,,"主人公,ピリカ,フィーナ,ジェアダ"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の戦士ジェアダ",5,"戦乙女",3,,"主人公,ピリカ,フィーナ,ジェアダ"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"お騒がせ三姉妹ディエス",6,"台風少女",1,,"主人公,ピリカ,フィーナ,ディエス"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"お騒がせ三姉妹シエン",7,"王子様を探して",1,,"主人公,ピリカ,フィーナ,シエン"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"お騒がせ三姉妹ミル",8,"姉と妹",1,"ミル「あ～あ、フィーナさんが本当にお姉ちゃんだったらいいのになぁ」_NL_フィーナ「お姉ちゃん……か」","主人公,ピリカ,フィーナ,ミル,マリナ,カイン"
14,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"お騒がせ三姉妹ミル",8,"怒りの三連撃",2,,"主人公,ピリカ,フィーナ,ミル,ディエス,シエン,ギルバート,セリーヌ"
15,CHARACTER_QUEST,"１～２部","第１～２部",1,"精霊島",7,"千河の変わり者ネブリナ",9,"ネブリナ",1,,"ネブリナ"
